index,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
2237,djarot tidak ada potong atas ,0,0,0,0,0,0,0,0,0,0,0,0
2238,udik itu gue kl abis minum soda langsung sakit tenggorokan xf0 x9f x98 x85 dikira sih kemarin karna paketan minumnya soda kan ya meski lemon katanya langsung kayak pilek dan sakit tenggorokan dr bangun tidur xf0 x9f x98 x81 minum es es esan jg gt terutama yg gulanya campuran sensitif xf0 x9f x98 xa5 ,0,1,0,0,0,0,0,0,0,0,0,0
2239, cuma pinter bacot ya lawan nya bu sri xf0 x9f x98 x81 ,1,1,1,0,0,0,0,0,1,1,0,0
2240,kami bangsa indonesia suku batak toba dan kami akan melestarikan budaya kami batak toba cerita anak rumahbelajarsianjurmulamula,0,0,0,0,0,0,0,0,0,0,0,0
2241,3 dilihat dari jadwalmu padat sekali ya bagaimana caramu mengatur waktu kuchat,0,0,0,0,0,0,0,0,0,0,0,0
2242, siapa yg jablay ,0,1,0,0,0,0,0,0,0,0,0,0
2243, haha boca agama lucu baru bangkit dr abad pertama barangkali goblok fuck ,1,1,1,0,0,0,0,0,1,1,0,0
2244,rusia kroasia indonesia rusia sewajarnya hindari salah paham negara2 anti komunis sprt as peduli kemanusiaan harus tidak cm rusia tapi smua tanpa kaitkan agama kemerosotan moral sebabkan keserakahan memicu perang orang yg tdk hentikannya tdk pantas,0,0,0,0,0,0,0,0,0,0,0,0
2245, itu tak sepenuhnya betul soal jilbab dan baju koko setahu saya yang kristen katolik hindu budha konghucu tak diwajibkan pakai jilbab perihal baju koko modelnya putih memang khas baju takwa kalo di sekolah kami dibedakan pad,0,0,0,0,0,0,0,0,0,0,0,0
2246,ketua dpr dorong inspirasi kreatif pemerintah sesuai budaya pancasila,0,0,0,0,0,0,0,0,0,0,0,0
2247, sama aku jugaa aku malah gak seberapa sih adekku yang lebih sipit wkwkw ,0,0,0,0,0,0,0,0,0,0,0,0
2248, cebong mah di otakny ngeres mulu hny seputaran coli ,1,1,0,1,0,0,0,0,1,0,1,0
2249, ktz909 bicaralah dengan para pemimpin agama atau seorang exorcist yang bisa melakukan exorcism ,0,0,0,0,0,0,0,0,0,0,0,0
2250,kami mencalonkan bapak sebagai presiden ri di 2019 dan kami siap bekerja di akar rumput untuk memenangkan bapak sebagai presiden ri di 2019,0,0,0,0,0,0,0,0,0,0,0,0
2251, hati 2 n1 yang minta anak itu diproses hukum secara tidak langsung membela jkw memang itu tujuannya mencari empati 2 ini video kedua penghina presiden 3 pribumi memang warga kelas dua 4 penyebar videonya sedang diburu polisi 5 dsb,0,0,0,0,0,0,0,0,0,0,0,0
2252,ada truk pasir terbalik tol jorr pasar minggu ke kp rambutan macet,0,0,0,0,0,0,0,0,0,0,0,0
2253,setelah nonton disobedience aku jadi penasaran kenapa wanita yahudi orthodox pada pake wig ,0,0,0,0,0,0,0,0,0,0,0,0
2254, warga baduy setelah selesai memperingati tradisi seba di pendopo pemkab lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu 21 4 sebabaduy2018,0,0,0,0,0,0,0,0,0,0,0,0
2255, kl komunis sdh tdk laku dimana2 isu ini cuma jualan antek orba saja dan para pendukung penerapan negara islam khilafah,1,0,0,1,1,0,0,0,0,0,1,0
2256,prabowo wajar bicara rohinya karna dia kan bukan presiden jadi seenaknya saja dong ,1,0,1,0,0,0,0,0,1,1,0,0
2257,org yg kayak tai itu adalah ketika dia yg membuat kesalahan tetapi org lain yg hrus minta maaf ,0,1,0,0,0,0,0,0,0,0,0,0
2258,nyadar idup belum bener ngurusin orang lain bahaha sampah abis ,0,1,0,0,0,0,0,0,0,0,0,0
2259,presiden pada peringatan harlah ke 58 pmii di gedung sabuga bandung selasa 17 4 minta semua calon pemimpin untuk memiliki optimisme tahan uji tahan uji tahan banting amp slalu tawakal berserah diri kepada allah dengan tetap berusaha dan berikht,0,0,0,0,0,0,0,0,0,0,0,0
2260, fakta ve ve dulu punya anjing namanya juno dan bruno tapi sekarang karena udah besar jadi anjingnya dipindahin ke rumah kakeknya ,0,0,0,0,0,0,0,0,0,0,0,0
2261,diduga masalah ekonomi seorang guru sd nekat gantung diri kbrn semarang ,0,0,0,0,0,0,0,0,0,0,0,0
2262, menemukan jalan yg benar diorganisasi yg diharamkan seperti babi dan dilarang seperti pki n xf0 x9f x98 x81 ,0,0,0,0,0,0,0,0,0,0,0,0
2263,bu silvi anti pns level rendah katanya debatfinalpilkadajkt,1,0,1,0,0,0,0,0,1,1,0,0
2264, doa 2019gantipresiden selalu kusebut moga terkabul sudah banyak daerah yg diserbu tka aseng gawattt ,1,0,1,0,0,0,0,0,1,1,0,0
2265, man teman kita perlu berterima kasih pada toilet sehingga tidak perlu mengubur tai kita seperti kucing ,0,0,0,0,0,0,0,0,0,0,0,0
2266,tipikal bani 212 bin onta kampret cepat memuji org yg dihormati cepat juga mencaci nya kembali salam tgb ngoahaha bubarkanpks ,1,1,0,1,1,0,0,0,0,0,0,1
2267, harus begitu kita itu harus strict deh pokoknya kl menyangkut kebijakan politik dalam negeri amp luar negeri yg menyangkut sama pihak asing kita jgn haram meniru negara komunis dlm melindungi keut,0,0,0,0,0,0,0,0,0,0,0,0
2268,integrasi agama dan budaya sebagai pondasi peradaban bangsa,0,0,0,0,0,0,0,0,0,0,0,0
2269, kakak kampungan cuyih ,1,1,1,0,0,0,0,0,1,1,0,0
2270,catatan n ngerakan reformasi adalah gerakan moral rakyat dan mahasiwa dipimpin oleh amien rais dkk adalah produk yg diinisiasi distimulir dirancang oleh csis elit katolik konglo tionghoa dan antek2nya n nreformasi adalah tunggangan mereka nreformasi,0,0,0,0,0,0,0,0,0,0,0,0
2271, 2019gantipresiden scra konstitusional itu hak setiap rakyat woii gini nih kalo klo planga plongo tp kelakuan otoriter ,1,1,1,0,0,0,0,0,1,1,0,0
2272,jadi ingat dialog neo dgn oracle di the matrix noracle apa yang diinginkan seorang penguasa nneo hening noracle kekuasaan yang lebih besar ,0,0,0,0,0,0,0,0,0,0,0,0
2273, nowpepatahpetitih bersama sucipto hadi purnomo dosen budaya jawa di jurusan sastra jawa unnes tema aja gumunan aja getunan aja kagetan aja aleman ,0,0,0,0,0,0,0,0,0,0,0,0
2274, iya aman karena mayoritas rakyatnya yaitu umat islam yg hatinya sering bapak sakiti sukses mengendalikan diri sukses menjaga emosinya untuk kepentingan persatuan bangsa lah bapak sendiri sebagai presiden malah memelihara cebong yg ke,1,0,1,0,0,0,0,0,1,1,0,0
2275,qaumi ekjayati conference jamiat ul ulama e hind ki public meeting se barrister asad uddin owaisi,0,0,0,0,0,0,0,0,0,0,0,0
2276,penghina iriana jokowi langsung ditangkap penghina wapres jk masih aman ada apa url,1,0,1,0,0,0,0,0,1,1,0,0
2277, den den nnista banget hidup lo nudah fitnah abu jibriel gak minta maaf sekarang bikin fitnah baru lagi ndan followermu menyedihkan banget tingkat kecerdasannya nmain setuja setuju ae mbek congormu nbosok su ,1,1,1,0,0,0,0,0,1,1,0,0
2278,selain di surabaya bom juga meledak di rusunawa wonocolo sidoarjo para petinggi polisi di jawa timur menduga kuat ini ada kaitannya dengan kejadian yg ada di surabaya dengan memakan korban sebanyak 5 orang 3 orng meninggal dunia termasu pelaku anton,0,0,0,0,0,0,0,0,0,0,0,0
2279, emangnya lo siapa sontoloyo si pengecut ,1,1,1,0,0,0,0,0,1,1,0,0
2280, org kaya gitu emg maunya bayinya dibunuh aja polisi moral keparat ,1,1,0,1,0,0,0,0,1,0,1,0
2281,kalo di catatan harian menantu sinting lakban laki banget sementara itu lakban menurut definisi df xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 url,0,0,0,0,0,0,0,0,0,0,0,0
2282,gubernur indonesia ngobrol dengan presiden turki ,0,0,0,0,0,0,0,0,0,0,0,0
2283, apa beda nya sama bani kampret kayak anda bro mudah di provokasi xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x98 x86 ,1,1,0,1,0,0,0,0,1,0,1,0
2284, brisik lu bacot ,1,1,1,0,0,0,0,0,1,1,0,0
2285, wah brengsek nih ketauan yg punya bisa mampus aku ,0,1,0,0,0,0,0,0,0,0,0,0
2286, kita akan belajar giat dengan penuh dedikasi tapi bukan hanya untuk lulus ujian 3 idiot tweetdsap ,0,0,0,0,0,0,0,0,0,0,0,0
2287,kata opung tenaga kerja asal china semua punya skill khusus sehingga buruh pribumi tidak layak untuk membangun proyek pemerintah tapi nyatanya tka asal china itu juga banyak unskilled labour nya jadi 10 juta lapangan pekerjaan baru itu sebenar,0,0,0,0,0,0,0,0,0,0,0,0
2288,beli barang pengiriman dr cina biasanya paket transit cin indo cuma 3 hari napa ini seminggu xf0 x9f x98 xa2 ,0,0,0,0,0,0,0,0,0,0,0,0
2289, iih cebong cebong gagal paham kali kau ga salah kalau udah kena virus cebong jadi dungu hahahaha ga bisa trima kenyataan yah kasihan deh lo ,1,1,0,1,0,0,0,0,1,0,1,0
2290, coba aja pak punya sifat keras seperti endorgan sedikit saja mungkin mereka yang nuduh pki itu udah masuk lapas kali ya salut sama bapak presiden kita sabarnya tingkat dewa maju terus pak 2019tetapjokow,0,0,0,0,0,0,0,0,0,0,0,0
2291, klo jaman dki yg dimainkan isu cina kapir sekarang yg cina kapir justru dari keluarga si ono silit eh sulit lah ,1,1,0,1,0,1,0,0,0,0,1,0
2292,kata orang nyasar itu rugi banget tapi aku gak ngerasa rugi karena cintaku sudah nyasar kehati kamu ,0,0,0,0,0,0,0,0,0,0,0,0
2293,terkadang mending terlihat seperti bajingan dan bangsat sekalian daripada yg terlihat kalem dan alim tapi tau tau bikin malu orang tua ,0,1,0,0,0,0,0,0,0,0,0,0
2294, berani bubarkan kpk akan berhadapan dengan rakyat kau anjing,1,1,1,0,0,0,0,0,1,1,0,0
2295,woohoo lumayan juga ternyata wifi di rumah nih npenolong saat kuota habis sebekum waktunya kampret nih tri xf0 x9f x98 xaa url,1,1,0,1,0,0,0,0,1,0,1,0
2296,buat apa nyerang pemerintah jokowi yg bentar lagi berhenti berkuasa lengserkan di pemilihan presiden mendatang ,1,0,1,0,0,0,0,0,1,0,0,1
2297, truss lantas jokowi yg kamu tuduh melakukannya kalau benar itu tuduhannmu sungguh akal dan akhlak mu sebaga xe2 x80 xa6 ,0,0,0,0,0,0,0,0,0,0,0,0
2298, ya lu bacot bngst ,1,1,1,0,0,0,0,0,1,1,0,0
2299,antropologi fisik 1 paleo anthropology 2 somatologi antropologi budaya 1 arkeologi 2 etnolinguistik 3 etnologi 4 antropologi sosial,0,0,0,0,0,0,0,0,0,0,0,0
2300, bodo amat akun capek ,0,1,0,0,0,0,0,0,0,0,0,0
2301,hestek tandingan dr persibtakutmaindijakarta nggak nyambung dg fakta yg beredar n vikinganjing n perssib n perslib n ligaindonesiabandung n botolkosong nyaring bunyinya macam congor mereka xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x9d xf0 x9f x98 x,1,1,0,1,0,0,0,0,1,0,1,0
2302,pengantar presiden joko widodo pada rapat terbatas tentang percepatan pelaksanaan berusaha online single submission oss 18 april 2018 di istana kepresidenan bogor jawa barat ,0,0,0,0,0,0,0,0,0,0,0,0
2303, xe2 xa0 x80 n xe2 xa0 x80 xe2 xa0 x80 xe2 xa0 x80 xe2 xa0 x80 xe3 x80 x8c saya saya yang dulu bisu kini sudah bisa bagi cuap cuap xe3 x80 x8d ,0,0,0,0,0,0,0,0,0,0,0,0
2304, hanya membaca dn tai aja ,0,1,0,0,0,0,0,0,0,0,0,0
2305,ombudsman ri setiap hari ada dua pesawat antar tka tiongkok ke indonesia,0,0,0,0,0,0,0,0,0,0,0,0
2306, hihihi cebong rasa kampret tu gue kira cuma ada dlm dongeng nrupanya xf0 x9f x98 x82 ,1,1,0,1,0,0,0,0,1,0,1,0
2307, insyaallah bulan depan akan kita coba mulai tanggal 24 mei nanti akan kita lihat apakah ada hal hal yang perlu diperbaiki airport kertajati bisa menampung kurang lebih 5 6 juta penumpang merupakan airport terbesar setelah soekarno hatta ujar presiden ,0,0,0,0,0,0,0,0,0,0,0,0
2308,meski tak berambisi jokowi siap nyapres jika didukung ulama,0,0,0,0,0,0,0,0,0,0,0,0
2309,seksyen 2 mega utusan malaysia 11april lebihdaripadapolitik beli utusanmalaysia atau langgan islam muslim alquran keluarga wanita kesihatan hiburan artis budaya sains teknologi alamsekitar alumni kampus universiti wira tentera polis,0,0,0,0,0,0,0,0,0,0,0,0
2310, saya tiba2 langsung stroke wekekkeke ini mah cuma orang picek aja yg gak tau ,1,1,1,0,0,0,1,0,0,1,0,0
2311,lihatlah rakyat amp nkri ini mending mundur aja pak jokowi url,1,0,1,0,0,0,0,0,1,1,0,0
2312,15 terimakasih selamat jalan ila jiwari robbihimul a la jalla wa alaa ra lilur sering mengingatkan kita bahwa ulama jika sudah cinta dunia bahaya bahaya dawuh beliau dawuh2 yg kadang memberi kita pelajaran sangat berharga lahul fatihah ,0,0,0,0,0,0,0,0,0,0,0,0
2313, kemaren beli babi namanya fadil ,0,1,0,0,0,0,0,0,0,0,0,0
2314, dapet lah stiap perbuatan kita baik buruk pst dapet balasan yg stimpal kalo di hindu balasannya bisa di kehidupan skrng atau di kehidupan yg akan datang ,0,0,0,0,0,0,0,0,0,0,0,0
2315, elu omong apa culun ,1,1,1,0,0,0,0,0,1,1,0,0
2316, mampus ,1,1,1,0,0,0,0,0,1,1,0,0
2317, ngentot yukkk ,0,1,0,0,0,0,0,0,0,0,0,0
2318,tka china sdh berani melecehkan bendera merah putih apakah kita akan diam saja semakin tka china banyak yg datang semakin mrk arogan krn merasa kuat apalagi didukung oleh rezim penguasa dg kemudahan tka china masuk ke nkri mau dijaj,1,0,0,1,0,1,0,0,0,0,1,0
2319,ketika ulama dan umara bersatu nu online,0,0,0,0,0,0,0,0,0,0,0,0
2320,pidex yg suka bash penipu lelang acc masih hidup yang dulu kek jijik sama jualan apps eh sekarang malah dia yg jualan apps v mending lu jilat telapak kaki gue aja dex ,0,1,0,0,0,0,0,0,0,0,0,0
2321, badminton putri indonesia kok kalah sama jepang n cina mereka bermain lepas tidak gampang menyerah komunis seenaknya di sini,1,0,0,1,0,1,0,0,0,0,1,0
2322, sejak lo dm pake capslock terus bilang gua cocot wkwk ,0,1,0,0,0,0,0,0,0,0,0,0
2323,mau cerita laki2 emang brengsek ya dasar cupu ,1,1,0,1,0,0,0,0,1,0,1,0
2324,jika mengaku saya pancasila dan saya indonesia maka taatilah uu di indonesia n nsesuai keppres no 6 2000 dan sk menag nomor ma 12 2006 agama yg diakui di nkri islam kristen protestan katolik hindu buddha dan kong hu cu n ndiluar itu agamanya,0,0,0,0,0,0,0,0,0,0,0,0
2325, itulah contoh orang yang mau kerja untuk rakyatnya bukan untuk partainya loh untuk rakyatnya ada wakil ketua dpr kita yg kerjaanya nyinyir dan nyinyir aja ke pemerintah bukan kritik tapi nyela coba dpr tugasnya apa 3 t,0,0,0,0,0,0,0,0,0,0,0,0
2326, kalau saja beliau ini projo pasti dapat gelar kristen nusantara xf0 x9f x98 x80 ,0,0,0,0,0,0,0,0,0,0,0,0
2327,pt20langgarkonstitusi rezim otoriter ini gk habis habis tabrak tubruk uu kali ini undang undang dasar pun mau dijebol mk waktunya lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
2328, itu kerjaan cornelis tionghoa yg stress gila ,1,1,0,1,0,1,1,0,0,0,1,0
2329, modal cebong cuma copas bukti kapasitas otak minimalis xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 ,1,1,1,0,0,0,0,0,1,1,0,0
2330, makasih aku memang unik ga kaya armeries udik ,1,1,1,0,0,0,0,0,1,1,0,0
2331,pekerja seni komersial kalo ngomong memang cuma copas isi kepalanya ya cuma eksis sama kontrak baru capee xf0 x9f x99 x84 xf0 x9f x99 x84 psk url,0,0,0,0,0,0,0,0,0,0,0,0
2332,lengserkan jokowi rejim anti subsidi adalah rejim anti kerakyatan ,1,0,1,0,0,0,0,0,1,0,0,1
2333, nyamber juga dong n nkulit leher kering kurang vit c cupang n nkulit bokong kering kurang vit c cebok n nhidup kurang bahagia kurang vit c cewek cowok ,0,1,0,0,0,0,0,0,0,0,0,0
2334, boleh tanya deny ini muslim atau kristen ya ,0,0,0,0,0,0,0,0,0,0,0,0
2335,babi haram babu halal hanya ulah muhammad bejad mencatut nama tuhan,1,1,0,1,1,0,0,0,0,0,1,0
2336, calon partai gurem yang kurang garem url,1,0,0,1,0,0,0,0,1,0,1,0
2337,4 apa saja tulisan yang telah dibuat kuchat,0,0,0,0,0,0,0,0,0,0,0,0
2338,eh kunyuk url,0,0,0,0,0,0,0,0,0,0,0,0
2339, rezim penguasa yg jd korban pers rezim sby,1,0,1,0,0,0,0,0,1,1,0,0
2340, sepegetahuan gua ya soekarno itu sebagian pernikahan itu untuk politik untuk indonesia juga lagi pula bagi gua gak aneh seorang presiden hebat kayak beliau disukain banyak cwe ,0,0,0,0,0,0,0,0,0,0,0,0
2341, selamat datang di tim yg dulunya berjaya sekarang menyisakan pemain2 burik xf0 x9f x98 x82 ,1,1,0,1,0,0,0,0,1,0,1,0
2342, jadi setiap lewat tengah malam jiwa sama raga nya ririn itu terpisah jiwa nya ada di tempat gelap sempit dan sepi se xe2 x80 xa6 ,0,0,0,0,0,0,0,0,0,0,0,0
2343, kebalik opp eunbi ga rela disamain sma bom ,0,0,0,0,0,0,0,0,0,0,0,0
2344,kalo ingat kata ini lucu hhhaa gt yang budek kurasa org yg pnya hape itu hhhhaaaaa hapenya bolak balik bunyi ga diangkat oalah oalah ,0,0,0,0,0,0,0,0,0,0,0,0
2345,merantaulah kau akan dapatkan pengganti dari kerabat dan kawan imam syafii,0,0,0,0,0,0,0,0,0,0,0,0
2346, lipstick di sapu tangan bora n ndan diriku dalam hati mampus malu luh makan tuh cipokan ,1,1,1,0,0,0,0,1,0,1,0,0
2347, h imam munandar gubernur riau periode 1980 1985 dan 1985 1990 memperoleh gelar datuk sri ,0,0,0,0,0,0,0,0,0,0,0,0
2348, jawab aja n nkak lo org nya asik ntp sayang omongannya kaya org goblok jd bikin ilfeel nmaaf ya ngausah kebanyakan ng xe2 x80 xa6 ,0,1,0,0,0,0,0,0,0,0,0,0
2349, makin sarap nih si jul bntr lagi sirosis dia ,1,1,1,0,0,0,0,0,1,1,0,0
2350, body bagus enak ngentot lobang pantatmu say ,0,1,0,0,0,0,0,0,0,0,0,0
2351, habis baca ini aku takut karena aku merasa insecure attachment both ambivient dan disorganized ada dalam diri aku jadi aku cacat ya aku harus gimana untuk memperbaiki itu ka phoerange bagaimana ka menghadapi itu semua ,0,0,0,0,0,0,0,0,0,0,0,0
2352,sebagai negara maju ternyata segini gaji presiden as dan pegawai pemerintahannya,0,0,0,0,0,0,0,0,0,0,0,0
2353,1 oktober hari kesaktian pancasila tapi pancasila sekarang diversikan ke arah komunis rezim diktator yg anti islam ,1,0,0,1,1,1,0,0,0,0,1,0
2354, faktafreeport pemerintahan soeharto yang menggantikan rezim soekarno pun menerima freeport dengan tangan terbuka ayoindonesia indonesiakuasaifreeport freeport ,0,0,0,0,0,0,0,0,0,0,0,0
2355, si rosa ini kok mukanya tugu peringatan kenapa nggak batu nissan yg gentle dong nggak apa2 juga kaum cebong ,1,1,1,0,0,0,1,0,0,1,0,0
2356,kerjaan suharto dan sby pastik korupsi tangkap lahh url,1,0,1,0,0,0,0,0,1,1,0,0
2357, tokohperubahan adalah mereka yang telah memberikan kontribusi nyata berkelanjutan untuk memajukan suatu masyarakat dlm berbagai bidang ekonomi budaya kesehatan dsb serta mengajak masyarakat bersinergi untuk lebih ber,0,0,0,0,0,0,0,0,0,0,0,0
2358, islam nusantara itu terbukti gagal merubah yahudi israel untuk menjadi rahmah ,0,0,0,0,0,0,0,0,0,0,0,0
2359, setujuuuu banget jokowi mundur uda bosen ngeliatnye,1,0,1,0,0,0,0,0,1,1,0,0
2360, onta ya beginilah kaga punya otak kaga bisa mikir picik ,1,1,1,0,0,0,0,0,1,1,0,0
2361, matanajwadebatjakarta lucu banget jawaban ahok gak nyambung ditanya apa di jawab apa kena skak mat d pertanyaan isu agama tdi dasar cina tolol hahaha,1,1,1,0,0,1,0,0,0,1,0,0
2362, isnus baru netes dari telor kodok sejak si said agil jd kolektor cebong bang ndan dia cm idup dr sari2 comberan yg hasil buangan makanya dia sll koar2 ttg isnus xf0 x9f x98 x82 xf0 x9f x98 x82 ,1,1,0,1,1,0,0,0,0,0,1,0
2363, ko malah jadi ngebagus2in negara yg katanya kapir tat jangan2 ustad mo hijrah k thailand ya ,1,1,1,0,1,0,0,0,0,1,0,0
2364,jadi kitab suci itu fiksi bukan kalo dulu org bisa jelas jawab bukan ato fiksi dgn tanpa ragu jaman skr menjawab itu membuka kelompok mana sisi politik agama dan keberpihakan ,0,0,0,0,0,0,0,0,0,0,0,0
2365,mereka semua memang tidak bisa menghargai pribumi atau minimal berlaku sopan sebagai tamu mereka itu sejatinya perampas hak pribumi stoptkachina 2019gantipresiden,1,0,0,1,0,1,0,0,0,0,1,0
2366,ayo gelorakan 2019gantipresiden insya allah kesejahteraan merata komunis lenyap ,1,0,0,1,0,1,0,0,0,0,1,0
2367, semoga pak jokowi dan para ulama selalu sehat aamiin ,0,0,0,0,0,0,0,0,0,0,0,0
2368, sebab tu tahun demi tahun semakin kurang peluang pekerjaan untuk rakyat sendiri warga asing ni semua dah bolot sektor se xe2 x80 xa6 ,1,1,0,1,0,0,1,0,0,0,1,0
2369,rihanna ternyata ngga diet nlah u siapa kampang ngomongin kalori ,1,1,1,0,0,0,0,0,1,1,0,0
2370, kao kalah lae dgn penjual pasar tradisional yg sadar 2019gantipresiden laen kali kao perbanyak makan mie gomak lae ,1,0,1,0,0,0,0,0,1,1,0,0
2371, huhahahhahahaaa npengusaha kaya raya saja nangis ber darah darah di jaman jokowi ini sangking susahnya jaman dan rezim ini mengelola ekonomi negara yg gak bener nberas mahal sembako mahal daya beli turun masyarakat bawah bany,1,0,1,0,0,0,0,0,1,1,0,0
2372, hati2 antek yahudi liberal lgbt syiah n nislam ya islam allah swt sudah sempurnakan dan ada dlm al quran n nadakah islam lain yg disebutkan dlm al quran ,0,0,0,0,0,0,0,0,0,0,0,0
2373, ava gw anjing dn gw monyet hadeh ,0,1,0,0,0,0,0,0,0,0,0,0
2374, ktt ulama cendekiawan muslim dunia bahas wasatiyat islam,0,0,0,0,0,0,0,0,0,0,0,0
2375,warga pemuteran tolak berita hoax dan dukung pilkada damai,0,0,0,0,0,0,0,0,0,0,0,0
2376, waktu nya ngewe ,0,1,0,0,0,0,0,0,0,0,0,0
2377,salam sejahtera bagi saudara kristen katolik ku dimana saja saya heppy sekali ,0,0,0,0,0,0,0,0,0,0,0,0
2378,fifa siasat isu suara monyet xe2 x80 x99 aksi perancis russia nurl url via sinaronline ,0,0,0,0,0,0,0,0,0,0,0,0
2379, padahal semua jaringan hidup ya pasti punya potensi jadi habitat cacinglah sapi babi manusia pun ,0,0,0,0,0,0,0,0,0,0,0,0
2380, kata bantuan ke rohingya adalah pencitraan trus emank bisa penderitaan warga rohingya dibantu pake demo ,1,0,1,0,0,0,0,0,1,1,0,0
2381,ahok cari cari celah untuk serang para saksi dramaahokdikriminalisasi penjarakan ahok,1,0,1,0,0,0,0,0,1,0,0,1
2382,ditangkap krn narkoba kaget kl ditangkp krn ada hub dgn saracen kaget gak anies sandi,1,0,1,0,0,0,0,0,1,1,0,0
2383, mudahan presiden 2019 membawa indonesia diposisi yangbagus kisi dan misix,0,0,0,0,0,0,0,0,0,0,0,0
2384, terkutuk maling2 negara karma hampiri kalian ,1,1,0,1,0,0,0,0,1,0,1,0
2385, asal jangan cuma galak ke akun2 anti rezim sementara thd akun2 penyebar fitnah amp kebencian yg pro rezim belaga ngga liat itu sih sama aja bo xe2 x80 x99ong semoga twitter lebih profesional daripada medsos2 xe2 x80 x9cyang lain,0,0,0,0,0,0,0,0,0,0,0,0
2386,kerja tulus diktator jokowi tukang mungkir janji yang meludahi mayat korban genosida thn 1965 1966 dan pembataian lainnya,1,0,1,0,0,0,0,0,1,1,0,0
2387,bantu ekonomi sesama sendiri fair n square ,0,0,0,0,0,0,0,0,0,0,0,0
2388,mewoh dampingi gubernur od hadiri acara puncak festival paskah gfg 2018,0,0,0,0,0,0,0,0,0,0,0,0
2389,ngocok memek enak kali ya ,0,1,0,0,0,0,0,0,0,0,0,0
2390, sejak bila hg pki hitam ,0,0,0,0,0,0,0,0,0,0,0,0
2391,ini lho mengkritik yg dimaui pak yaitu kritik tp ngasih solusi spt lha jg contoh pemimpin yg bener dikritik malah bilang terimakasih kalo pemimpin kayak mereka semua pasti indonesia beres ,0,0,0,0,0,0,0,0,0,0,0,0
2392, good job mr gubernur dki,0,0,0,0,0,0,0,0,0,0,0,0
2393, gasuka sm org yg playvictim ew najis ,1,1,0,1,0,0,0,0,1,0,1,0
2394,akankah partai bulan bintang akan semakin menguat posisinya pada pemilu 2019 ,0,0,0,0,0,0,0,0,0,0,0,0
2395,kakek nenek aku kristen keduanya jadi mualaf setelah 2 anak dari total 11 anak 2 anaknya gak ikut pindah islam menurut mamaku sih mungkin kakek waktu itu pikir biarkan lah dia menemukan islam sendiri 1 anak yg lahir muslim masuk kristen setelah menik,0,0,0,0,0,0,0,0,0,0,0,0
2396, kalo gua bakal ngamuk amp ga kek begini responnya edan ,0,1,0,0,0,0,0,0,0,0,0,0
2397, sy tidak melanjutkan ini sebb sudah terlihat sekali ucapan yg akan membabi buta semoga allah memberikan hidayah supaya hatinya terbuka dan menjadi manusia yang beriman serta mengimani allah subhanahu wa ta ala s,0,0,0,0,0,0,0,0,0,0,0,0
2398, bener bangettt jasa dia memang luar biasa utk kemenangan anies sandi ,1,0,1,0,0,0,0,0,1,1,0,0
2399,presiden jokowi apresiasi model kerja sama bisnis dalam proyek bijb kertajati,0,0,0,0,0,0,0,0,0,0,0,0
2400, gara gara yang buat orang kafeer atau yahudi atau gimana coba aja mereka pake hp apasih emangnya hadeh ntar lama lama carrefour berubah nama jadi indomaret aja ,0,0,0,0,0,0,0,0,0,0,0,0
2401,dgn rasa ikan gurih dgn hrg mrah bsa didptkn disini lho knjngi pmpek plmbng jln wr supratman senggol budaya tohpati,0,0,0,0,0,0,0,0,0,0,0,0
2402,si ahok kampret emang gak becus kerja pencitraan mlulu tuh si ahok kampret url,1,1,1,0,0,0,0,0,1,1,0,0
2403, kalau mau jadi katolik aku bisa bantu mz ,0,0,0,0,0,0,0,0,0,0,0,0
2404,atas dasar itulah dpr diminta segera rampungkan revisi uu terorisme untuk melindungi segenap bangsa indonesia dari serangan keji teroris polemikpemberantasanterorisme ,0,0,0,0,0,0,0,0,0,0,0,0
2405,muke lu katrok tampang kelakuan sinkron,1,1,1,0,0,0,1,0,0,1,0,0
2406, gua setan dongggg ,0,1,0,0,0,0,0,0,0,0,0,0
2407,suka suka gwelah mau nulis halu kek gila kek sarap kek sedeng kek delusi kek yang penting gue bukan anak rp ga malu maluin image idol ,0,1,0,0,0,0,0,0,0,0,0,0
2408,saat beli tiket mungkin kamu akan menemukan seorang tionghoa 40an tahun atau mbak mbak gemuk yg suka nyerobot antrian ,0,0,0,0,0,0,0,0,0,0,0,0
2409, ngakak wkwkwkwkwwkwkwkwkwkwkwk bego ,0,1,0,0,0,0,0,0,0,0,0,0
